<a0> <a1> <a2> <a3> <b0> <b1> <b2> <b3> <c0> <r> <r_gold>
8 8 4.5 -6.5 -4.5 -7 1.625 4.5 5.5 -112 -112
1.25 -7 -6 9 7 3.75 -1 5.5 -2.25 36 36
4.5 -5.5 -6.5 9 -9 1.625 2.5 0.203125 -9 -72 -72
-5.5 1.5 -8 -8 6 -7.5 9 1.25 3.75 -120 -120
-6.5 0.40625 2.25 9 -10 -5.5 -9 3.5 -3.75 64 72
-5 1.375 -7 -4.5 -0.0175781 0.5625 7.5 -2.75 -6.5 -44 -48
9 -2.5 6 -6 5 -1.75 9 9 10 56 56
4.5 4 8 -5 1.5 -7 -1.25 5.5 -8 -64 -64
-9 -7.5 -4 -9 9 -10 -6 2.75 5 -5 -3
8 0.75 -2.25 -3 -2 -6.5 -3.75 -0.234375 9 -2.75 -2
0.625 -9 -1.625 -2.25 2.25 -8 -4.5 8 -1.875 64 64
9 2.25 8 -4.5 5 1 2.25 -5 -9 80 80
1.625 -4 -10 -9 6 -8 -5 -7.5 -9 144 144
6 1.875 0.5625 0.40625 -6.5 9 -3 4 10 -11 -14
-6 9 -3.75 6 -0.6875 3.25 -9 3.5 9 104 88
2.5 -1.75 2.75 1 10 -1.875 -8 -9 -0.5 -3 -3.5
-5.5 -7.5 0.5 -1.5 -0.5625 10 10 -2.25 -9 -72 -72
6.5 7 3.25 -4.5 4.5 -9 -6.5 0.8125 -8 -64 -64
2.5 -1.5 7.5 7.5 3.25 -2.75 4 -7 -6 -16 -18
-4.5 5.5 -4 -6 5 5 9 4 6.5 -48 -48
-4.5 0.6875 6.5 5.5 -7.5 0.00976562 -4.5 -8 -10 -48 -48
2.25 7 -7 -6 3.75 -5 -0.171875 -0.46875 6.5 -15 -18
4 -7.5 -0.625 5.5 -1.375 4.5 -6.5 10 0.5 20 24
-1.875 -2.25 1.5 2.5 -2.5 -6 -10 4.5 3 16 16
-9 0.101562 3.75 -6.5 3.75 2.25 0.0351562 6 -9 -80 -80
4 9 -4 5.5 -6 6 -2.75 0.9375 6 52 56
-4.5 4.5 -2.5 -0.3125 -0.0859375 10 0.125 -2.25 9 56 52
5 7 -0.5625 -10 -10 -7.5 3 -5.5 9 -40 -32
-5 -2.25 -0.34375 0.40625 -7.5 2.25 -8 -10 9 44 40
-10 -2.75 -2.5 -4 -3.5 -9 7 -3.75 7.5 72 64
-5 1.875 -8 -6.5 -8 -1.75 -8 -2.75 -5.5 112 104
9 1.875 -8 6.5 5.5 7.5 9 -9 5.5 -60 -60
-1.625 2.75 -2.75 7.5 1.25 7.5 5.5 1.25 7.5 20 20
-8 -0.9375 -5 9 -10 7.5 -0.5 -7 3 9 11
5.5 9 -1 -1.5 4.5 8 -3 0.40625 -3.25 96 96
4 3.75 -5.5 -1.875 -10 6 -7 2.25 -6.5 8 12
3.25 6 0.625 -2.5 -2.25 -9 9 6.5 1.625 -72 -80
-10 -9 -3 2.75 -6.5 -4 10 -4.5 4 64 56
-9 6 -1.125 5 8 -8 -8 -10 -0.5625 -160 -160
-6.5 -9 -6.5 -10 -4.5 1.625 -4.5 8 -8 -44 -44
-7 5 -2.5 6.5 10 9 8 -0.375 -8 -60 -60
-7.5 10 1 3.5 -2.25 -7.5 7 2.75 9 -30 -32
7.5 3.75 -7 1.25 9 -10 2.75 -2.75 -4.5 3.5 0
-1.25 -1.5 -8 9 -2.25 -2 -9 -5 -3 28 32
9 2.5 7.5 -3.25 -5 -0.34375 -7.5 0.117188 -5 -104 -104
5 -6 5.5 -7.5 6 -3.5 -9 -8 -0.375 64 60
3.25 1.25 -5 -4 0.875 4.5 1.75 -1.375 -9 -3.5 -4.5
-0.234375 4.5 2 4.5 10 6.5 -9 8 6.5 48 56
3.75 -2.25 5 5.5 -1.875 -5.5 9 0.117188 -2 48 48
-2.75 5 -4 10 -5.5 9 -7 -5.5 7.5 40 40
10 2.5 -7 -7.5 0.5625 -4.5 7.5 -3.75 8 -20 -20
-8 -6.5 3.5 5 7.5 -5.5 -4 4 -4.5 -20 -24
-7 -6.5 -0.875 9 -8 -10 3.75 6 -5.5 176 176
5 -7 -10 5 8 -2.25 3.25 8 4.5 64 72
0.4375 3.75 5 6.5 1.625 -4.5 -5 -8 6 -88 -88
2 -1.5 6.5 -1.625 0.6875 -10 -8 5 -2.5 -48 -48
-3.75 2.25 -7 2 -5 4 5.5 9 -8 0 -2
10 4.5 -2.25 5 -3.25 6.5 1 6.5 -8 20 20
-7.5 -9 -0.6875 9 2.75 5.5 -9 -2.5 -1.875 -88 -80
-4.5 -4.5 -9 5 4.5 10 -5.5 1.75 4.5 -1.25 -2.5
6 -5 -9 -2 -9 -0.078125 6 7 -9 -128 -144
-7.5 6.5 0.28125 8 -1.625 7.5 8 10 6 144 144
-3.25 -1.25 8 1.375 3.5 9 2.75 0.625 5.5 5 6.5
-10 -4.5 -0.875 -1 -0.75 -9 -7.5 1.25 -1 56 56
3.75 -0.28125 3.5 -1.5 7 -4 -4 4 7.5 12 16
-9 0.5625 1.25 0.34375 3.75 9 -3.5 -9 8 -28 -28
8 9 1.75 8 6 2.25 -0.40625 -2.5 5 52 48
6.5 -0.40625 10 4 -9 3.25 3.5 -1 -6 -32 -32
-0.4375 -3.5 -6 5.5 -6 -2 -4.5 4 -3.75 56 60
-2 -2.5 2.5 -8 -7 7 8 -4.5 -9 44 44
-1.25 -5 -9 -2.25 -9 3.5 9 9 3.5 -104 -112
-4.5 -6.5 -7 -2.25 9 -5 -10 1.875 3.5 60 64
-7.5 -5.5 0.140625 2.75 3.5 6 7 8 -7.5 -40 -40
-8 -6.5 -1.875 5.5 7 -5.5 -7.5 10 -0.5 48 48
0.34375 -10 -5 1.125 -9 6 9 -2 7 -104 -104
0.625 3.25 -10 -3 1.375 -7.5 -3.75 -4 -7.5 20 16
-5.5 -3 4.5 -4 -7 -0.9375 -0.75 -5 -6 52 56
9 2.25 -3.75 0.75 -5 7.5 4.5 -1.25 -1.875 -48 -44
2 0.25 6.5 -10 5 -7 0.625 4.5 7.5 -24 -24
5 -1.375 2.75 -5 10 -9 -8 3 -6.5 16 18
1.625 9 3.5 -3.75 -4.5 0.5 -8 -5 1.125 -11 -13
2.75 -0.9375 0.6875 7 6 9 9 5 7.5 56 56
7 2.5 4.5 7.5 1.25 4 0.5 0.28125 -5 18 20
3 -2.5 9 -0.625 -3.25 0.171875 -7.5 -7 -4 -72 -64
8 -1.25 -9 -8 -8 2.25 5.5 10 10 -192 -176
3.75 -6 5.5 4.5 -10 -9 4.5 2.5 -7.5 48 48
-8 3 6 -0.5625 -4 -1 -2.75 9 6 15 13
7 3.25 -0.75 -3.25 -6.5 -1.375 0.203125 4.5 -3.25 -64 -64
-6 0.6875 -1.375 6 0.15625 -9 -0.3125 -3.75 3 -26 -24
-6 -6.5 -5.5 -6 1.125 4.5 -1.625 0.140625 9 -20 -20
-4.5 7.5 2 -5.5 -2.5 -2.75 1.125 -9 -6.5 36 32
10 8 -1.25 4.5 6 -0.9375 -4.5 -2.25 -8 36 40
8 8 10 7 7.5 3.5 -0.46875 10 -2.75 144 160
-6 0.5625 -3.5 6 -4 -3.5 -0.5 -8 -4 -28 -28
-6.5 -1.75 10 9 -7 3 -8 9 -6 36 32
9 -2.75 -10 9 -4 -5.5 -6.5 10 -5.5 128 120
0.3125 6 -0.15625 5 9 -2 7.5 5 -1.5 13 12
5.5 -2.25 -3.25 7 8 -7 9 -0.21875 -5.5 24 22
7 -5.5 7.5 0.3125 -1.75 -2.75 -6.5 7 9 -32 -32
0.140625 -8 5 1.125 9 -9 -8 9 0.9375 44 40
5.5 9 -1.75 -10 7 -8 -0.28125 -10 -6 60 56
-9 7.5 -3 4.5 4.5 -7.5 3.5 -5.5 -5.5 -144 -128
7 -8 -1 6 -9 7.5 7 7 0.875 -88 -88
0.15625 10 2.75 -0.375 -2.5 4.5 3.75 0.6875 -7 48 48
-1.375 7.5 -6 -7.5 8 7.5 -5 -10 -1.375 144 144
2 5 -9 -9 7.5 7.5 -5.5 -4 -3.25 128 128
-5 -10 9 -5.5 -6 1.875 9 7.5 6 56 64
-9 2.75 -9 1.375 -1.25 -1.75 0.5 -9 -0.28125 -11 -10
-10 -1.75 2.25 1.125 7 -3.5 -6 -5 -2.75 -88 -88
1 4 3.5 -8 9 -6.5 7 -1.5 5 24 24
5 7.5 0.6875 -5 9 8 -8 -1.125 0.117188 104 104
-2.5 5 3 1.25 7 -6.5 -7 9 -4 -72 -56
-0.5625 0.6875 -1.75 -3.25 2.75 -7.5 -0.34375 -7.5 -1.125 16 16
-0.875 1.375 -3.75 6 -9 0.171875 -9 -6 8 12 12
6.5 3 4.5 5 9 8 2 -3.75 -6 72 64
-9 4 8 -2 1.625 1.125 1.125 -0.46875 -6 -6 -6
-7.5 -7 7.5 -0.9375 -7 4.5 -2 -7.5 -3.75 8 8
10 2.5 6 -0.3125 1.75 10 1.75 -4 9 64 56
3.25 2 5 -6.5 -1.25 -5.5 -8 -9 8 10 12
-0.40625 -8 -1.5 0.171875 -7.5 -9 -5 3.75 -9 72 72
0.28125 0.875 0.8125 -9 -9 3 6.5 2.25 2.75 -12 -11
-9 -2.5 -9 -6 4.5 6 -4.5 4.5 4 -40 -40
-2.5 -6 -0.1875 6 -1 7.5 -7.5 -4.5 7 -64 -56
-3 5.5 0.46875 -1.25 -5.5 -4.5 0.46875 9 2.25 -18 -18
-8 1.125 -1.125 -8 9 -3 -1.875 0.5 -2.75 -80 -80
-3 -4.5 -4.5 -4 7.5 -1 5 2.5 0.15625 -48 -48
0.625 -2.5 1.375 -1.5 9 -6 -3.75 7 -2.5 2.5 2.5
-2 4 5 -9 -9 0.46875 6.5 -2.75 -2.5 80 80
7.5 -6 3.5 -1.625 9 4 -9 -0.34375 -3.25 9 6
-8 -6.5 -4.5 -9 -1.25 -3.75 8 5.5 -5.5 -56 -56
-9 5 -4.5 -9 -5.5 1.5 -1.125 4 5.5 36 30
1.25 3.75 -8 9 -0.625 -9 -6 7.5 -1 80 80
9 -9 -5 3 -2.25 -9 -9 3.25 0.8125 112 112
-1.375 0.625 -10 5.5 7 -2.75 1.625 -1.75 3.75 -32 -36
-5 10 5 -0.8125 -1.875 -3.5 -9 -7.5 -0.6875 -64 -64
-2 7.5 -9 4.5 3 7.5 5 0.6875 -3.75 6 3.25
-6.5 -3.5 -0.625 -3.5 -5.5 7 9 -4.5 7.5 30 30
9 1.625 5 -0.25 2.5 -0.625 5.5 -4 6 52 56
4.5 -6.5 -3 6 -3.25 -2.75 9 -4 6.5 -40 -40
6.5 6 -7 -1.125 1 10 -7 9 1.5 104 104
-2 -8 8 -9 -3 5 1.875 -5 2.75 28 30
1.75 4 6 -7.5 -7.5 -0.375 7 -3.5 -5 48 48
-9 -0.3125 -2.25 -0.21875 3 -7 -4.5 -6.5 -4.5 -18 -20
3.25 7.5 -3.75 -5.5 -8 -5.5 9 -2.5 -7 -88 -88
-9 1.625 1.5 8 2.5 -7.5 9 -1.875 7.5 -28 -24
-7.5 2.75 -7.5 1 8 -7 -8 -2.25 0.140625 -22 -22
-9 9 9 9 -7.5 3.5 0 3.5 8 128 128
5.5 -10 7 9 -6 -8 0.5625 -7.5 8 -7.5 -4
6.5 -3 -7 6.5 -5.5 10 6 9 -5.5 -52 -48
10 4.5 1.25 10 2 -4.5 -9 -6 2 -72 -72
2.5 10 -2.25 -7 -6 -1.5 3.5 -6 4.5 10 4.5
-6 6.5 -5.5 -3 3.75 -8 -3 7.5 0.6875 -80 -80
1.25 6 -7 -3.75 -1.75 -1.25 -7 -4.5 3 60 60
7.5 1.25 -9 9 -6 -2.5 -7 1.125 -9 13 16
8 -6.5 10 -0.3125 8 -9 1 -1.875 -0.34375 128 144
1.375 -1 -4.5 -8 -0.0703125 6 8 1.75 -0.625 -56 -56
-10 1.5 -0.875 -7 -9 -8 -10 -9 0.6875 144 160
-4.5 -0.5625 5.5 -9 0.6875 -6 1.625 1.25 -9 -11 -10
-2.5 3.75 -8 7 3.25 -8 -1 -4 -9 -64 -72
-4 0.46875 -1.625 -2.25 4 -4 -2.5 -8 0.21875 4 4
-9 1.5 0.03125 -7.5 -0.9375 2.25 7.5 -4 -9 32 32
9 -5.5 5.5 5 -1 -4.5 0.0859375 -0.40625 -2.25 12 11
5 8 10 10 2.75 -6.5 -6.5 9 2.75 -14 -13
8 4 8 1.75 -7.5 9 -7 0.6875 2.75 -80 -80
1.5 1.125 1.375 -7.5 7.5 2 8 -1.375 7.5 44 40
1.75 -10 5 10 -3.75 -8 -10 -5 7.5 -20 -16
4.5 -5 2 -1 5 -4.5 7.5 0.46875 -1 60 60
-1.625 9 -8 2.25 -4 0.140625 -6 -8 -8 30 32
-6.5 -6.5 -6.5 2 1 -9 7.5 -4.5 -6 -10 -11
-9 -5.5 -6 7.5 4 -9 6.5 -1.5 3.5 -32 -36
-1.75 -9 -9 -5 3.25 1.25 -8 9 2.25 11 14
10 3 7.5 -5.5 -9 1.125 -2.75 -9 5.5 -64 -60
-9 -9 -6 -1.75 -2.75 6 1.5 -0.6875 -7.5 -44 -48
-6 10 7.5 9 -8 1.25 3 -5.5 -5.5 30 26
7 5 -7 7 -5 -0.5625 -4.5 -8 6 -56 -56
-6.5 6 -2.75 -1.625 -6.5 3.25 -2 6.5 6 60 64
-9 -10 0.28125 4.5 3.25 -6.5 -5 -4 -10 4 2
-7 2.5 -8 -4.5 -6 3.25 2.25 2 1.25 24 22
-0.28125 6 7.5 -5.5 -1 6 -4 -0.5625 -9 1.125 0
4.5 -8 -2.25 -10 4.5 -3.5 5 5.5 5 -11 -15
-6.5 3.25 -5 1.75 5 6.5 -9 7.5 3.75 52 48
-1.875 -5.5 2.25 9 4.5 -8 3.75 2 -5.5 56 60
-8 9 -7 1.5 -3.25 10 -9 -7.5 8 160 160
0.75 3.5 2.25 0.34375 5.5 9 -4.5 -5.5 5.5 28 30
-1.5 -3.5 3 0.875 1.75 -5.5 9 -7.5 3.25 40 44
8 -5 -8 -1.625 9 3 -8 0.0390625 -1.5 120 120
-5.5 -5 -8 4 -1.5 -9 3 -5 3 12 11
6 0.34375 7 -2.25 4 7.5 -0.3125 2.25 -4.5 15 16
-1 -1 6.5 9 -2.5 -5.5 -8 3.25 1.25 -15 -13
8 -5 1.875 0.625 5 1.5 -7 6 -5.5 18 18
-7 -0.0234375 -7 -3 0.28125 -4.5 1.5 2.25 4 -15 -16
-7 -6.5 -3.25 8 -7.5 -9 -10 -5.5 9 112 104
-3 7.5 6.5 4.5 -1.375 8 9 -3.5 -4.5 104 104
-0.4375 10 5 7.5 -9 9 -2.75 -4 4.5 48 52
-9 -1.375 2.75 6.5 9 -8 6 -10 7 -112 -112
5 9 0.5 -4.5 -4 -5.5 1.875 3.5 5.5 -80 -72
6 -9 0.375 -0.6875 -5.5 -6 -0.40625 1.625 -7.5 13 14
10 2.25 -9 -3.5 -2 5.5 -6 2.25 -8 32 32
4 0.9375 -2.75 -3.5 -2.75 1.75 -3 9 -0.0136719 -32 -32
-5.5 6 -8 0.34375 1.875 4 5 6.5 -6 -30 -30
-7 -2.25 0.0859375 10 -0.25 2.5 -6.5 -5.5 6 -52 -56
-6 0.46875 5 -1.125 -2.75 7.5 1.375 7.5 1 20 20
1 -4.5 -3.25 2.5 8 10 7.5 -0.28125 -7 -72 -64
0.4375 2.5 9 4.5 -3.25 -0.6875 6 -8 -6 8 10
1.75 6.5 -6 -10 -4.5 -1.75 -8 2.5 -1.125 3 3
-0.9375 -9 8 -1.625 6.5 -5.5 -5 10 -3.75 -16 -20
-1.625 4.5 -5.5 -5 6 -4.5 0.6875 9 9 -72 -72
-1.25 -1.375 4.5 2.25 8 -10 0.3125 9 2 28 28
-1.25 -3 3 1.375 1.875 -4.5 -2.25 9 5.5 22 22
7.5 -5.5 -5 -10 -7.5 -4.5 -8 6 -5.5 -56 -56
-2.5 -7 4.5 10 6.5 4 -2.25 -2 4 -72 -80
-8 7 -9 10 1 0.6875 -5.5 10 -1.875 144 144
4.5 -0.46875 -6 -10 1.5 9 -9 -5.5 8 120 120
3 -2.5 4 7 -3 0.625 -6.5 -5.5 -3.75 -80 -80
-1 1.375 8 2.25 -4.5 7 -5 4.5 -0.28125 -16 -16
6 -6 1.25 2.25 4 5 6 10 -0.8125 24 24
3.5 0.75 -7 1 -3.75 -7 6 -7.5 -9 -80 -72
-5.5 10 8 -3 -4 3.25 8 -6 -2.75 128 144
-1.75 -3 9 10 4.5 8 8 -2.25 -4 14 14
3.25 -6.5 2.75 6.5 -1.875 4.5 4 9 1.25 36 36
2.75 -6 6 1.125 -0.625 3.25 -7 -9 2.75 -72 -72
6 -2.25 -9 10 -7 -4.5 10 4.5 -10 -80 -88
8 10 6 7 -2.75 2.25 10 -1.375 3.25 56 52
-1.375 -0.625 -5 -7 -7 -5.5 -8 -3.75 7.5 88 88
2.25 -7.5 -3.75 -3.25 1.875 10 -1.625 -6 5.5 -36 -30
-3.5 9 -8 -4 -9 -3.5 10 -2 -3.5 -72 -72
1.125 -3 -1.125 9 -4.5 5.5 7 -5 6 -72 -64
-6 0.8125 0.0859375 4.5 -6 -8 3 -4.5 -5.5 3.75 4.5
-9 9 3.75 -3 -1.625 5.5 -9 -5 3.75 44 52
2.25 1 -9 4.5 9 5 2.5 -9 9 -26 -32
-7.5 9 9 -0.0625 -6.5 3.75 2.5 -8 3.75 112 104
-5 -3.25 -4.5 5.5 7 4 -6 7.5 1.875 26 22
-0.8125 8 -8 -2.75 -8 -6.5 -9 1.875 -4.5 18 20
-0.171875 -3 -9 -0.5 -0.875 7 -10 2.75 4.5 72 72
-2 -0.6875 -9 -6 -10 0.625 10 2 -5.5 -96 -88
7.5 5.5 5 1.5 -3.75 8 -7.5 7.5 4.5 -7 -4.5
-1.625 1.125 7 1.75 -0.875 1.75 -9 4.5 6.5 -44 -44
-1.875 -7 7 6.5 -10 -8 -4 -1.625 -4.5 32 28
-0.5625 -6.5 4.5 -5 -3.5 -2.75 -3.25 3.5 -4.5 -18 -18
4 3.75 3.75 9 7 8 6.5 6.5 4.5 144 144
-10 -1.125 -4.5 1.375 8 -4.5 -9 -5.5 9 -32 -32
3.5 9 7 10 -5 2.75 -5.5 -4.5 -2.75 -80 -80
1.5 1.5 -3.75 -6.5 -8 -8 -9 -6 -1.5 48 48
-3 4 2.25 6 -5.5 -7 -0.75 2.75 9 13 11
-8 -0.101562 5.5 -7 -9 9 -0.8125 9 -9 -3 -9
-1.25 1.25 2.75 3 -10 -7.5 -9 6 1.875 -2 -0.125
6 -2.75 0.5 6 5.5 6 -10 0.8125 1.875 20 18
3 7 -0.375 4 4.5 -2.25 -6 -5.5 9 -14 -13
8 -6 -0.9375 6 -3.25 9 0.203125 -2.75 -8 -104 -104
9 4.5 9 5.5 2.5 -0.9375 -1.125 -8 -8 -44 -44
-5.5 6.5 7.5 7.5 6 10 -2.75 5.5 3 56 56
-8 7.5 8 1.5 7 4 -4.5 -5 -8 -72 -80
-6 -4 6 -0.234375 5 10 4 5 9 -36 -40
2.25 0.28125 -3 10 3.5 9 2.25 -1.75 -8 -22 -24
0.625 2.75 1 4.5 -3.25 -3 -10 2.75 4.5 -3.5 -3.5
6 -8 -3 -4.5 -9 -0.875 -8 2.5 -10 -44 -48
-3 -7.5 4 6.5 -9 8 9 4.5 -5.5 26 26
-9 6.5 -7 -8 7 -1.375 -6 -5 -6 0 2
1.375 9 -3.25 6.5 -2.25 7 4.5 -3.25 6.5 26 28
5 -7 2.5 5 -6 0.8125 -4.5 -7.5 -7 -88 -88
0.75 -8 -3 5.5 0.9375 8 3.25 4 -6 -56 -56
-10 8 -0.46875 -0.4375 -1.75 -4.5 -7 3.25 7 -10 -9
-2.75 7.5 -2.75 -0.34375 6.5 -5.5 3 3.5 -8 -72 -72
-10 10 -6 8 -4 -9 8 -1.25 1.5 -104 -104
-7 1.125 -6 -9 -1.125 3.25 -5.5 2.5 9 30 32
7 7 -3 -0.5 6 -5 -4.5 -7.5 -7 18 15
5.5 -5 -3.75 -2.75 -5 0.4375 -2.25 7 5.5 -36 -36
5.5 5.5 8 -7.5 -0.6875 3.25 2.5 -5.5 6.5 80 80
1.5 7.5 3.75 0.109375 0.75 -7.5 9 2 -6.5 -26 -30
-8 -8 -10 -7.5 -10 -3 -4.5 -9 -0.078125 208 208
-7 6.5 4.5 -5.5 -6 9 -3.75 -0.34375 3.75 88 80
10 5 3.75 -7.5 -2.25 10 -2.75 -1.25 -0.75 26 24
-7.5 8 -2.25 1.5 -4.5 9 8 3 -5 88 88
1.625 8 -4.5 1.75 -7.5 -6.5 -0.6875 5.5 -6.5 -64 -56
7.5 7.5 2.25 5.5 6.5 0.15625 -1.625 2 -2 56 56
-9 8 1.25 10 2.75 -1 7.5 7 0.203125 48 48
-1.25 -6.5 1.25 4.5 -9 8 -10 -9 -5.5 -104 -104
6 -3.25 1 3 -0.5625 -1.375 3.75 -9 -5 -26 -28
-9 -2.5 -0.5625 -7.5 2.25 -5.5 -9 -1.875 5 18 18
6.5 7.5 6 4.5 8 -2.5 9 4.5 -9 104 104
5.5 1.5 -2.75 3.5 -9 -3.5 -3.5 -9 0.8125 -72 -72
8 2.5 -6.5 -0.375 3.75 -1.75 9 2.25 -6 -40 -40
-3.5 -2 8 4 -7 3.25 -6 -8 -3 -64 -64
4 8 4 4 7.5 1.125 -6.5 3.5 6 32 32
6 -3 2.75 -3.5 6.5 2.75 -10 -1.375 5 13 14
-6 4.5 -8 -3.75 -9 -4 6 -5.5 -6.5 2.5 5.5
-0.75 -2.75 -2 7.5 1.75 0.5625 -9 5.5 -5.5 52 52
10 0.40625 6.5 0.0625 -5.5 7 1.25 2.75 0.875 -44 -44
-1.625 -4.5 -0.75 -0.5 9 -9 -4 -3 -8 22 22
5.5 0.625 1.875 -9 -1.5 4.5 -6.5 -0.5625 9 -4 -2
8 -1.5 2.5 -6 -5.5 1 -4.5 3 -4 -80 -80
-2.25 9 8 1.25 8 -1.75 -7 2.25 7 -80 -80
-2.25 -7 -6 -2 -10 5 -1.375 0.875 -4 -10 -12
6.5 -1.125 -2.25 1.25 2.75 -1.875 1.625 -10 0.75 3.5 5
8 6.5 7.5 -1.625 7 6.5 2.75 9 -10 96 88
-2.25 -4.5 6 10 -7.5 -8 6 -1.25 0.75 80 80
7.5 -0.3125 -6 3.75 -4 3.5 9 2.5 2.5 -72 -80
3 -1 -4 -5 -5.5 8 3.75 -6 6 -2 -4
-9 -7.5 -6 -5.5 -9 -0.625 -3.25 3.5 1.875 88 96
-3 -6 2.75 -3.75 -10 1.5 -8 -3.25 -0.625 10 9
-2.75 5 4.5 6 7.5 5 6 -0.9375 -5 20 20
-5 -6.5 -1.125 5 6.5 9 -10 2.5 -5 -72 -88
-6.5 5 0.5625 7.5 8 -6.5 2.5 -1.625 -3.5 -104 -96
-3.5 8 7 -5.5 5.5 7.5 9 -9 -1 160 160
-7.5 -7.5 7 8 7 8 6.5 7.5 -0.9375 -4 -5
9 -7.5 6.5 1.625 -9 -7 0.5625 -9 -9 -48 -48
-10 2.25 5 -6 0.25 -8 2.25 -7 -0.875 32 32
3.25 0.625 9 0.5 9 -9 -4.5 -3 -1.75 -20 -20
-3.75 -2.75 1.25 0.5 -3.75 0.46875 -6.5 -7 -5.5 -4 -4
2.25 0.140625 -7 6.5 -7 1.75 5 -5.5 4.5 -80 -80
-2.5 -2.5 6.5 -6 8 -0.8125 -5 -9 1.625 6 10
-6 -4.5 -2 -4 7.5 1.5 -6 -7.5 -5 -14 -15
-2.5 -6.5 2.25 8 4 -0.28125 0.28125 1.375 -9 -7 -5.5
-3.25 2.5 -5 -0.40625 6 -3 -3.25 -7.5 7.5 -0.6875 -1.5
6.5 7 -9 6 -1.5 -6 -6.5 -1.25 7.5 6.5 12
3.25 -9 -5 -5 6 4.5 -1.375 1.75 8 -14 -14
-1.875 1.25 4.5 2.5 7 -3.75 -2.5 -5 -7 -48 -48
9 -3 10 -7.5 -5 4 5 -9 -10 52 48
-5 -5.5 -9 -10 3.5 -0.171875 -5.5 -4.5 1.875 80 72
0.34375 0.5625 -5.5 1.5 4 7.5 -4.5 -1.625 -5.5 22 22
2.25 -7.5 6 -8 6 4.5 10 -9 -9 104 104
-10 -2 -2.5 -9 -3 7.5 -8 8 1.375 -36 -36
-0.875 9 10 8 9 2.75 5.5 -10 6.5 0 -1.5
2.75 1.625 -4.5 -1.25 -5.5 -7 1.875 -9 6.5 -16 -14
-6.5 -7 4.5 6.5 -3 -10 8 3.75 2.5 160 160
-3 5 0.140625 -6 -2.75 -1.25 -3.75 7 -2.25 -44 -44
-1 1 -4.5 2.5 -8 -2.75 9 -2.75 -8 -52 -52
-10 2.75 -3 2.75 -9 3.5 3 2 -6 88 88
-4 -7.5 3 10 0.5625 -7.5 -9 8 7 112 112
-7.5 6.5 -9 -3.75 2 -5 0.6875 -9 8 -14 -16
6 -7.5 -6 9 0.875 8 -2.25 3.5 -5 -16 -13
-7 -3 -9 0.46875 -5.5 -7 -6 7.5 -9 104 104
7 0.6875 6 -1.375 4.5 9 7 -8 5.5 96 96
-9 6.5 9 -3.75 -6 -3.75 10 10 9 88 88
6.5 1.875 8 -7.5 -3.5 -7 -3.5 2.75 6.5 -80 -72
-7 1.75 1.625 -1.875 -6 7 7 -8 -1 80 80
-2.25 6 0.9375 2.25 -1.75 8 0.75 6.5 -5 64 60
-0.5 3.25 -3 -0.6875 3.25 6.5 7 -0.625 -8 -10 -7.5
-3 5 -0.8125 8 -1.375 -3.25 9 -3.75 1.875 -48 -48
-5 -5.5 -9 -10 -9 8 8 2.5 4 -88 -96
-9 7.5 -10 -7.5 4.5 9 -8 -7.5 -7 160 160
6.5 9 -0.5 -9 -6.5 -7.5 4 -0.25 -3.75 -112 -112
5.5 -4.5 10 -1.25 -4.5 4 7.5 0.4375 -6 28 26
6.5 3.75 1 8 -10 9 0.25 0.203125 -1 -28 -32
-3.25 3 -0.0351562 4.5 4 -3 10 -10 4.5 -60 -60
-0.625 -0.25 6.5 -7 6.5 -3 -7 -1.875 4.5 -30 -32
-1.125 8 -3.25 10 -0.875 -2.5 -9 -10 7 -80 -80
-6 -5 3.75 -2.25 9 -4 0.140625 0.46875 5.5 -30 -30
7.5 6 2.25 -6 2 7.5 3.75 -0.34375 10 80 72
0.125 4.5 5.5 -1 10 2.5 5.5 9 1.625 36 32
-5.5 -1.375 5 8 5.5 3.5 -0.25 4 -8 -12 -12
-5 0.875 -10 -0.9375 -4.5 8 -1.375 5 -4 32 32
-0.34375 3.75 3.25 -6.5 5.5 9 6 5.5 2 16 14
6.5 9 3.5 1.25 3.75 3.5 -6 -6.5 6.5 32 36
3.25 3.75 7 -7.5 0.8125 3.75 -6 -3.75 -1.375 0.125 2.5
8 -6 -3.75 -3.25 2.25 -3.75 1 -8 0.234375 64 64
-3.75 -4 7 1.75 -2.25 8 -8 7.5 -5 -64 -72
-9 0.015625 9 7 -5 -7.5 -1.375 1.875 1.625 48 44
0.875 7.5 -9 3 -3.5 -4 4 9 8 -32 -28
4 7.5 1 3 -2 2 -5 -2.5 -10 -16 -16
9 -3.75 -0.0546875 4 8 0.3125 -6.5 -6 0.0546875 48 48
-3.25 -3 -4.5 -3.75 -5 0.0585938 0.34375 3.25 0.5 1.75 2.5
-5 6 -6.5 -0.375 -1.875 3.75 -4 -0.0390625 3.25 64 60
0.8125 -1.625 -9 -0.34375 7.5 0.25 -3.25 6 -7 26 24
-10 -1.875 9 6 1.125 6.5 2.25 7.5 0.125 40 40
2 2.5 7.5 -0.9375 2.75 2 -7.5 4.5 -9 -60 -60
-9 7 -2.5 9 8 4 3.5 2.5 -6.5 -36 -36
2.5 -7 -5 -7.5 1.5 3 -2.5 3.5 -5.5 -36 -36
